Autor,Citas,Fecha,Link,Titulo
"E Pascual Rodríguez,",8,2012,,"La Mediación en el sistema penal: propuestas para un modelo reparador, humano y garantista"
MC Boqué Torremorell,30,2007,,Prevención de conflictos y mediación escolar
MJP Crespo,59,2003,https://dialnet.unirioja.es/descarga/articulo/2044318.pdf,"La mediación escolar, proceso de suma de dos modelos de intervención mediadora en la escuela: los programas de mediación escolar y la mediación social …"
"CR Calvillo ,Paz,A Rodríguez Cabrera",25,2014,http://scielo.sld.cu/scielo.php?pid=S0864-21252014000400008&script=sci_arttext,Conocimientos y comportamientos en salud sexual de estudiantes indígenas guatemaltecos residentes en una comunidad rural
VC Rivas,10,2014,https://dialnet.unirioja.es/descarga/articulo/7836139.pdf,Educación para la paz: cuestiones y retos para la Escuela
P McCold,34,2013,http://www.scielo.org.ar/scielo.php?pid=S2468-99632013000200001&script=sci_arttext,"La historia reciente de la justicia restaurativa: Mediación, círculos y conferencias"
"L ,Paz ,Jaramillo,GD Valencia Agudelo,",23,2015,http://www.scielo.org.co/scielo.php?pid=S0121-51672015000100014&script=sci_arttext,Atipicidades del proceso de paz con las Milicias Populares de Medellín
"G Olave,",86,2013,https://www.academia.edu/download/40328537/Proceso_de_paz_segun_Estado_y_Farc_DISCURSO___SOCIEDAD_2013_72__338-363.pdf,El proceso de paz en Colombia según el Estado y las Farc-Ep
"J de la ,Paz ,Hernández Girón",28,2010,https://www.scielo.org.mx/scielo.php?pid=S1665-05652010000200007&script=sci_arttext,"Desempeño de negocios de artesanía después del movimiento social de 2006 en Oaxaca, México"
"CG Romero,",169,2001,http://www.colegiocentral.es/wp-content/uploads/2017/12/L4-modelos-de-mediaci%C3%B3n-y-relaci%C3%B3n-con-msi-C.-Gim%C3%A9nez.pdf,MODELOS DE MEDIACIÓN Y SU APLICACIÓN EN MEDIACIÓN INTERCU LT URAL
MJP Berrío,34,2017,https://dialnet.unirioja.es/descarga/articulo/6521725.pdf,"Los embates por la paz: historia de los diálogos de paz durante el gobierno de Belisario Betancur con los grupos guerrilleros, Colombia"
"VP de Guzmán,",45,2008,https://dialnet.unirioja.es/descarga/articulo/2912291.pdf,La mediación en los centros educativos: el educador social como mediador
"A Rettberg,",234,2003,https://journals.openedition.org/revestudsoc/25929,Diseñar el futuro: una revisión de los dilemas de la construcción de paz para el postconflicto
"MH López Becerra,",106,2011,http://www.scielo.org.co/scielo.php?pid=S1909-24742011000200008&script=sci_arttext,Teorías para la paz y perspectivas ambientales del desarrollo como diálogos de imperfectos
"G Serrano,C Lopes,D Rodríguez",55,2006,https://journals.copmadrid.org/apj/archivos/102984.pdf,Características de los mediadores y éxito de la mediación
NH Sellés,13,2012,https://www.redalyc.org/pdf/771/77125288008.pdf,"Mediación del tutor en el diseño de trabajo colaborativo en Red: resultados de aprendizaje, vínculos en la comunidad virtual y desarrollo de competencias …"
JMG Hoyos,13,2015,https://revistas.upb.edu.co/index.php/cienciassociales/article/download/4538/4222,La representación del concepto de paz en comunidades en situación de desplazamiento
"S Fernández Riquelme,",21,2009,,Teoría y práctica de la mediación: La gestión alternativa de los conflictos sociales.
"SG Funes Lapponi,",263,2000,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/47258/466-434-1-PB.pdf?sequence=1,Resolución de conflictos en la escuela: una herramienta para la cultura de paz y la convivencia
",Á Bracho Mora,M Calchi La Corte,R Terán,M ,Paz,",22,2016,http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S0075-52222016000100005,"Enteroparásitos en niños de una comunidad indígena del municipio Machiques de Perijá, estado Zulia Venezuela"
DM Carvajal Lombana ,45,2017,,"Del enfoque territorial, sus características y posibles inconvenientes en su aplicación en el marco del Acuerdo de Paz"
"JAG Mendoza,",30,2016,https://journal.poligran.edu.co/index.php/panorama/article/download/823/630,Empresa privada: principal socio en el posconflicto y la construcción de la paz
RA Eraso Simonds,35,2016,http://www.scielo.org.co/scielo.php?pid=S0120-39162016000200013&script=sci_arttext,Las comunidades de paz de Urabá desde la enseñanza de la historia reciente
S Casillas,5,2021,https://www.scielo.org.mx/scielo.php?pid=S1607-40412021000100026&script=sci_arttext,Modelos de mediación sociofamiliares en el desarrollo de la competencia digital
",F Baquero,A Eymann,M Krauss,M ,Paz,",21,2015,http://www.scielo.org.ar/scielo.php?pid=S0325-00752015000200007&script=sci_arttext,"… CRAFFT como prueba de pesquisa para consumo problemático, abuso y dependencia de alcohol y otras sustancias en un grupo de adolescentes argentinos"
CAG Pavajeau,14,2016,https://dialnet.unirioja.es/descarga/articulo/5961096.pdf,La justicia especial para la paz: modelo de justicia transicional acorde con las orientaciones y tendencias modernas del Derecho y de la justicia
JHR Bermeo,1,Null,https://www.cinep.org.co/publi-files/PDFS/20230202_Educacion_politica.pdf#page=135,Escuela territorio de paz
M Hernández,53,2003,https://www.trabajosocialmalaga.org/wp-content/uploads/2019/10/Informacion_Mediaci%C3%B3n.pdf,La mediación en la resolución de conflictos
"SB Vilar,",42,2014,https://www.raco.cat/index.php/InDret/article/download/291746/380245,Integración de la mediación en el moderno concepto de Acces to Justice
"MEI Melo,",70,2007,https://sociedadyeconomia.univalle.edu.co/index.php/sociedad_y_economia/article/download/4115/6323,Acciones colectivas de las mujeres en contra de la guerra y por la paz en Colombia
P Calvo Hernández,31,2004,https://accedacris.ulpgc.es/bitstream/10553/3682/1/0237190_02004_0002.pdf,La mediación: técnica de resolución de conflictos en contextos escolares
MA Arias Rodríguez,5,2020,https://journals.openedition.org/colombiaint/4244,"Cooperación internacional para el desarrollo e iniciativas de paz de la sociedad civil en Cali y Buenaventura, 2001-2015"
"AV Fuente,JIA Gómez",9,2004,,La educación sobre las drogas en la universidad: desde la mediación juvenil al compromiso de la comunidad universitaria
"A Alonso,C Corral",4,2008,https://www.redalyc.org/pdf/767/76701614.pdf,"Mensaje"" familia humana, comunidad de paz"" de Benedicto XVI, jornada mundial de la paz, 1 de enero de 2008"
"NV García,MV Ortega,GA Franky,",3,2017,https://www.redalyc.org/journal/5177/517752178011/517752178011.pdf,Mediación de las NTIC en el concepto de función: Modelo Humanístico
"C Blanco Alvarado,",5,2021,http://www.scielo.org.co/scielo.php?pid=S0121-182X2021000100133&script=sci_arttext,La armonización legislativa como instrumento de solución de conflictos en la Comunidad Andina
"PAC Tijerina,",21,2012,,La mediación como política social aplicada al fortalecimiento de la cultura de paz en México y España
"RS HERRERO,",2,2013,,EDUCACION PARA LA PAZ.
G Bizzarri,6,2014,https://www.academia.edu/download/38417103/Reescribir_Macondo.pdf,Reescribir Macondo: América latina como 'modelo para armar'en La materia del deseo de Edmundo Paz Soldán
",C Martins,WI Oliveira,C ,Paz,",33,1959,,El grupo psicológico en la terapéutica: enseñanza e investigación
"P Ossandón,M ,Paz,",20,2014,,Rehabilitación basada en la comunidad frente a la realidad chilena
"M Barreto Henriques,",87,2014,http://www.scielo.org.co/scielo.php?pid=s1909-30632014000100009&script=sci_arttext,Preparar el post-conflicto en Colombia desde los programas de desarrollo y paz: retos y lecciones aprendidas para la cooperación internacional y las …
"X Li,",18,2017,https://e-archivo.uc3m.es/bitstream/handle/10016/25084/li_mediacion_2017.pdf,La mediación en China: aportaciones de Occidente
",L Franco Bonafonte,JL Orizaola ,Paz,",16,2018,https://smdrm.es/wp-content/uploads/2019/01/suplemento-1-lesiones-deportivas.pdf,Lesiones deportivas versus accidentes deportivos. Documento de consenso. Grupo de prevención en el deporte de la Sociedad Española de Medicina del …
"DA Mora,N Sánchez,",5,2013,,Cartografías de la paz: Una mirada crítica al territorio. Cátedra institucional lasallista 2013
"MPR Laura,V Daniel",7,2014,https://www.redalyc.org/pdf/461/46132726008.pdf,"Sociedad, Cultura y Astronomía: Dinamizadores de prácticas educativas para la paz. Una mirada crítica"
"HC Tonet,MGT ,Paz,",212,2006,https://www.scielo.br/j/rac/a/9TxQfBDscJR6Md9rHqKwKhh/,Um modelo para o compartilhamento de conhecimento no trabalho
JM De,35,2016,https://riuma.uma.es/xmlui/bitstream/handle/10630/29247/ProyectoEscuela.pdf?sequence=1,Proyecto escuela: Espacio de paz. Reflexiones sobre una experiencia en un centro educativo
"MÁO Sobrino,CM Lazo,",6,2019,,Los niños y adolescentes ante las pantallas: el cambio de paradigma en el modelo de relaciones y mediación
"CT Guerra,",6,2019,https://www.academia.edu/download/60607184/psicologia_politica_y_procesos_de_paz_en_Colombia._Final.20190915-104250-1pl1c0b.pdf#page=203,Subjetividad política para la vida y liderazgo juvenil: una iniciativa de paz desde el territorio
LA Trifu,60,2018,https://revistaseug.ugr.es/index.php/revpaz/article/download/5602/7027/,Reflexiones sobre la paz positiva. Un diálogo con la paz imperfecta
C Vacheret,2,2000,https://www.aappg.org/wp-content/uploads/2000-N%C2%BA2.pdf#page=187,"La imagen: mediación en el sueño, mediación en el grupo"
JM Ollora ,37,1996,https://www.fuhem.es/wp-content/uploads/2018/12/una_via_hacia_la_paz_J.M.OLLORA.pdf,Una vía hacia la paz
AJ Álvarez,55,2019,http://www.scielo.org.co/scielo.php?pid=S0123-12942019000200277&script=sci_arttext,Educación para la paz: aproximación teórica desde los imaginarios de paz
"AE Gómez,LE Perez,",9,2018,https://revistacontroversia.com/index.php/controversia/article/download/1112/629,"Caldono, territorio para la paz. Tensiones en el primer año de implementación del acuerdo final en los resguardos indígenas que acogieron excombatientes de las …"
"AJAF Romero,Ó Almario,SV Alvarado ",17,2016,https://biblioteca-repositorio.clacso.edu.ar/xmlui/bitstream/handle/CLACSO/16491/Paz_en_Colombia.pdf?sequence=1&isAllowed=y,"Paz en Colombia: perspectivas, desafíos, opciones"
"EAS Forero,",42,2014,https://dialnet.unirioja.es/descarga/articulo/7898248.pdf,"Educación, paz integral sustentable y duradera"
"J Barrientes Marín,V Tamayo Bustamante",11,2014,http://www.scielo.org.co/scielo.php?pid=S2011-21062014000100003&script=sci_arttext,"Conflicto armado, paz y economía"
SC Bautista,27,2017,https://www.redalyc.org/journal/5742/574262162005/574262162005.pdf,"Mujer rural y construcción de paz: temas, problemas y desafíos"
"IL Henríquez,",5,2015,https://revista.infad.eu/index.php/IJODAEP/article/download/112/88,Perfil del mediador. modelo interactivo integrador de mediación (miim)
"M Martín Serrano,",27,1976,,Mediación
"RF Gravié,E Vizoso",55,2008,https://dialnet.unirioja.es/descarga/articulo/3662711.pdf,Una Condición Necesaria en el Empleo de l as TICs en el Salón de Clases: La Mediación Pedagógica
CA González Muñoz,86,2015,http://www.scielo.org.co/scielo.php?pid=S0121-51672015000100013&script=sci_arttext,Diálogos de paz Gobierno-FARC-EP y las oportunidades para la paz en Colombia
FÁ Ramos,45,2008,https://dialnet.unirioja.es/descarga/articulo/4876029.pdf,Mediación penal juvenil y otras soluciones extrajudiciales
"AC Blasco Serrano,A Arraiz Pérez",31,2019,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/192091/Blasco.pdf?sequence=1,Claves de la mediación para el desarrollo de la comprensión lectora: un estudio cualitativo en aulas de 4º de Educación Primaria
"FJ García Castaño,C Barragán Ruiz",66,2004,https://rabida.uhu.es/dspace/bitstream/handle/10272/219/b15132961.pdf?sequence=1,Mediación intercultural en sociedades multiculturales: hacia una nueva conceptualización
YR Cárdenas ,11,2018,http://repositorio.pedagogica.edu.co/bitstream/handle/20.500.12209/10514/TE-22739.pdf?sequence=1&isAllowed=y,Diálogos bioculturales entre aves y campesinos de Lerma-Cauca volando por la Paz.
GMC Moreira,79,2012,https://www.redalyc.org/pdf/4758/475847407004.pdf,El concepto de mediación técnica en Bruno Latour Una aproximación a la teoría del actor-red
JA Abreu,8,2000,https://www.teixintfilsdemocions.com/wp-content/uploads/2021/07/articulo-MUSICA-PARA-LA-PAZ.pdf,Música para la paz
"AI Rodríguez,YV Duque,",25,2012,https://kavilando.org/revista/index.php/kavilando/article/download/116/100,¿ Crear ambiente para la paz?
"REM Orama,AS Fernández",6,2019,https://gmjmexico.uanl.mx/index.php/GMJ_EI/article/download/360/334,Mediación socioprofesional en el proceso de producción periodística sobre la actualización del modelo económico cubano. Estudio de caso
"H Arboleda,A ,Paz,R Casallas,",25,2013,https://www.sciencedirect.com/science/article/pii/S0123592313000077,Metodología para implantar el Modelo Integrado de Capacidad de Madurez en grupos pequeños y emergentes
JR Montero,7,2015,,Kunstcoop: Experiencias de mediación artística en Alemania
AC ROMERO,30,2018,http://es.revistaespacios.com/a18v39n52/18395228.html,Análisis comparación del aprendizaje basado en proyectos de forma tradicional y con mediación de las TIC
JDP De Prado,5,2014,https://revistas.usc.gal/index.php/ie/article/download/1928/2104,Modelo para la incorporación de un sistema de mediación escolar en un centro educativo de educación secundaria obligatoria
"MEI Melo,",45,2008,https://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/article/download/428/377,Guerrilleras y activistas por la paz en Colombia: incursión política y rupturas identitarias
J Rodrigo,13,2015,https://www.redalyc.org/pdf/5135/513551298002.pdf,Kunstcoop: Experiencias de mediación artística en Alemania
PAD Chaparro,3,Null,https://www.academia.edu/download/37035876/paz_territorial.pdf,"Paz territorial sí, pero,¿ cómo?"
L García,48,2012,https://journals.sagepub.com/doi/pdf/10.1174/113564012804932092,Hacia una cultura de convivencia. La mediación como herramienta socioeducativa
"SM de Mateo,",6,2018,https://revistas.comillas.edu/index.php/padresymaestros/article/download/8595/8154,"INSERT modelo de mediación escolar para el desarrollo de competencias sociocognitivas, emocionales y morales"
JV Díez,95,2007,https://nodo.ugto.mx/wp-content/uploads/2017/03/La-educaci%C3%B3n-para-la-paz-y-la-no-violencia.pdf,La educación para la paz y la no violencia
",LA Flores",30,2006,https://www.academia.edu/download/50128839/s1130-8621_2806_2971198-620161105-23785-ud3cir.pdf,Estrés relacionado con el trabajo y exposición laboral en enfermeras de la Comunidad de Castilla y León
"FJ Gorjón Gómez,",26,2016,http://e-spacio.uned.es/fez/eserv/bibliuned:revistaComunitania-2016-12-5000/mediacion_ciencia_social.pdf,"Mediación, ciencia social emergente"
AS Díaz,48,2009,https://revistaseug.ugr.es/index.php/profesorado/article/download/20603/20079,Violencia y conflicto. La escuela como espacio de paz
"MP Cedeño Floril,",59,2019,http://scielo.sld.cu/scielo.php?pid=S2218-36202019000100193&script=sci_arttext,Violencia intrafamiliar: mediación condicionada al tratamiento remedial
MV VILLALOBOS,2,2011,http://politicayestrategia.cl/index.php/rpye/article/download/164/278,"Sociedad, paz y guerra en San Agustín"
"JJR García,",12,2010,https://revistas.unal.edu.co/index.php/recs/article/download/15644/16423,… de los paramilitares sobre tierra-territorio y entrega de bienes para la reparación de las víctimas en el marco del proceso de justicia y paz en Colombia (2007-2009)
"FJ Bautista,",127,2004,http://revistacoatepec.uaemex.mx/index.php/convergencia/article/download/1563/1193,Propuesta de una Epistemología Antropológica para la Paz
G León,55,2019,https://www.scielo.sa.cr/scielo.php?pid=S1409-42582019000200081&script=sci_arttext,Mediación pedagógica y conocimientos científicos que utilizan una muestra de docentes de ciencias en noveno año de dos circuitos del sistema educativo …
RC Pérez,59,2016,https://dialnet.unirioja.es/descarga/articulo/7921577.pdf,Resolución de conflictos: hacia una cultura de paz en niños de primaria
SPOR LA,4,Null,,PAZ 2021
"P Tovar,",66,2015,http://www.scielo.org.co/scielo.php?pid=S0120-48072015000200014&script=sci_arttext,Una reflexión sobre la violencia y la construcción de paz desde el teatro y el arte
"JG Steele Garza,",15,2018,http://www.scielo.org.co/scielo.php?pid=S0124-74412018000200471&script=sci_arttext,Mediación policial. Un protocolo de prevención del delito y cultura de paz
"P Monedero,D ,Paz,",17,2017,https://www.sedar.es/images/images/site/SECCIONES/cuidados%20intensivos/pdf_4_Recomendaciones_REDAR_2107_seccion_CUIDADOS-INTENSIVOS-SEDAR.pdf,Cuidados Intensivos de Anestesia: recomendaciones de la Sección de Cuidados Intensivos de la Sociedad Española de Anestesiología
"JLP Arzate,JJS Velázquez",22,2014,https://apiperiodico.jalisco.gob.mx/api/sites/periodicooficial.jalisco.gob.mx/files/seguridad_ciudadana_visiones_compartidas-_jose_luis_estrada_rodriguez.pdf#page=46,El concepto de seguridad ciudadana: una perspectiva desde los estudios para la paz
",C Capote Guitian,G Aldama ,Paz,",25,2012,http://scielo.sld.cu/scielo.php?pid=S0864-21252012000200005&script=sci_arttext&tlng=en,Factores de riesgo de ateroesclerosis en un grupo de estudiantes de segundo año de medicina
",J Gómez",20,2015,https://diposit.ub.edu/dspace/bitstream/2445/118752/1/660521.pdf,… de pulmón avanzado de célula no pequeña. Consenso Nacional de la Sociedad Española de Anatomía Patológica y de la Sociedad Española de Oncología Médica
"L Iribarne,",7,2003,https://repositorio.ual.es/bitstream/handle/10835/10931/Tesis-LuisIribarne.pdf?sequence=1,Un Modelo de Mediación para el Desarrollo de Software basado en Componentes COTS
FR Navarro,101,2002,https://www.observatoriodelainfancia.es/ficherosoia/documentos/2225_d_LA_MEDIACION_FAMILIAR.pdf,La mediación familiar. Un ejemplo de aplicación práctica: la comunicación a los hijos de la separación de los padres. El papel del mediador
"FA Ponce Valdivia,B Pinto",4,2018,http://www.scielo.org.bo/scielo.php?pid=S2077-21612018000100005&script=sci_arttext,Cortejo amoroso en un grupo de jóvenes varones de la ciudad de La Paz
OE Suárez Basto,88,2008,http://www.scielo.org.co/scielo.php?pid=S1794-99982008000100016&script=sci_arttext,"La mediación y la visión positiva del conflicto en el aula, marco para una pedagogía de la convivencia"
"LM Parra Valencia,",30,2014,http://www.scielo.org.co/scielo.php?pid=S1657-80312014000200002&script=sci_arttext,Prácticas y experiencias colectivas ante la guerra y para la construcción de paz: iniciativas sociales de paz en Colombia
"C Trimiño Velásquez,",30,2018,http://www.scielo.org.co/scielo.php?pid=S0122-72382018000200101&script=sci_arttext,Reflexiones desde la universidad sobre educación en derechos humanos y para la paz
"SN ,Paz,",9,2017,,La deshumanización de la sociedad
"CJ Santos Martínez,",28,2016,http://190.144.180.114/bitstream/handle/11619/3789/Cultura%20de%20paz%2C%20educomunicaci%C3%B3n%20y%20TIC%20en%20Colombia.pdf?sequence=1&isAllowed=y,"Cultura de paz, educomunicación y TIC en Colombia"
FC Álvarez,13,2018,https://www.estudiosdepazyconflictos.com/index.php/eirene/article/download/15/4,Conflicto como motor de cambio y su impacto en la Cultura de Paz.
"A Serbin,",8,2008,http://www.cries.org/wp-content/uploads/2010/09/Construccion-de-paz.pdf#page=13,"Paz, violencia y sociedad civil en América Latina y el Caribe. Introducción a algunas nociones básicas1"
"GM Seoane,",27,2008,,La mediación como herramienta de prevención de la violencia escolar
"R Giulianotti,",6,2012,https://revistas.ufg.br/fef/article/download/20505/12080,O setor de esporte para o desenvolvimento ea paz: um modelo sociológico de agências pacificadoras
"ML Calle Meza,AM Ibarra Padilla,",48,2019,http://www.scielo.org.co/scielo.php?pid=S0121-47052019000200003&script=sci_arttext,Jurisdicción Especial para la Paz: fundamentos teóricos y características de la justicia transicional en Colombia
D Soto,2,2017,,Justicia y paz territorio mapuche.
"P Monjaraz Fuentes,",4,2019,https://www.scielo.org.mx/scielo.php?pid=S2007-24062019000300005&script=sci_arttext,Reconstruir la comunidad humana desde la empatía: Medios para generar la paz
MA Navarro,14,2020,https://clavesjuridicas.com/index.php/raj/article/download/43/56,La mediación en el orden jurisdiccional contencioso administrativo en España
"E Chaux,A Bustamante,M Castellanos,",159,2008,https://www.researchgate.net/profile/Enrique-Chaux/publication/277988833_Classrooms_in_Peace_Pedagogical_Strategies/links/6274c9d13a23744a72675cc3/Classrooms-in-Peace-Pedagogical-Strategies.pdf,Aulas en paz: 2. Estrategias pedagógicas
"C Arriba García,FJ Cantero Serena,",63,2004,https://www.academia.edu/download/39569175/De_Arriba___Cantero_2004.PDF,La mediación lingüística en la enseñanza de lenguas
"JC CONTRERAS,AJ AGUILAR",7,2019,https://www.revistaespacios.com/a19v40n33/19403308.html,"Paz, equidad, reconciliación y educación ciudadana: Los retos de la educación para una sociedad en posconflicto"
AR Barquero Brenes,14,2014,https://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-47032014000100007,Convivencia en el contexto familiar: un aprendizaje para construir cultura de paz
"I Comins Mingol,",42,2003,https://www.tdx.cat/bitstream/handle/10803/10455/comins.pdf,La ética del cuidado como educación para la paz
"F Gutiérrez,M Barón",70,2008,https://journals.openedition.org/colombiaint/18341,"Órdenes subsidiarios Coca, esmeraldas: la guerra y la paz"
"I González Marino,K Becerra Valdivia,",3,2021,https://ddd.uab.cat/pub/da/da_a2021v12n3/da_a2021v12n3p43.pdf,Los demás animales como miembros de la comunidad política: superando el antropocentrismo constitucional a través de la paz como fin del Derecho
"MS Cardona,",104,2010,https://dialnet.unirioja.es/descarga/articulo/3432200.pdf,La educación para la paz en Colombia: una responsabilidad del Estado Social de Derecho
",E Felip,D Isla,F López",24,2012,https://www.seap.es/documents/Publicaciones/Protocolos/guias-clinicas/consenso-recomendaciones/Biomarcadores_carcinoma_pulmon.pdf,… en el carcinoma de pulmón no microcítico avanzado. Consenso nacional de la Sociedad Española de Anatomía Patológica y de la Sociedad Española de Oncología …
"B Zempoalteca Durán,J González Martínez,",6,2023,https://www.scielo.org.mx/scielo.php?pid=S1665-61802023000100102&script=sci_arttext,Competencia digital docente para la mediación en ambientes virtuales mixtos
",JL Martínez Romero,JL Orizaola ,Paz,",14,2018,,Lesiones deportivas versus accidentes deportivos. Documento de consenso. Grupo de prevención en el deporte de la Sociedad Española de Medicina del Deporte …
FL Buitrago,17,2018,https://static.nuso.org/media/articles/downloads/7.TC_Leal_278.pdf,Militares y construcción de paz en la Colombia actual
"J Valdés ,Paz,",78,2009,,Los procesos de organización agraria en Cuba 1959-2006
"E Hernández Delgado,",32,2000,https://repository.unab.edu.co/bitstream/handle/20.500.12749/11429/2000_Comunidades_de_paz.pdf?sequence=1&isAllowed=y,Comunidades de paz: expresiones de construcción de paz entre la guerra y la esperanza
"L García Villaluenga,E Vázquez de Castro,",60,2013,https://repositorio.unican.es/xmlui/bitstream/handle/10902/3800/Garc%C3%ADa%2C%20L.%2C%20V%C3%A1zquez%20de%20Castro%2C%20E.%2C%202013.pdf?sequence=1,La mediación civil en España: luces y sombras de un marco normativo
"MS Vázquez,",2,1969,http://www.modestoseara.com/img/portadas/Paz_Conflicto_Sociedad_Internacional.pdf,Paz y conflicto en la sociedad internacional
"GG García,JCL Velasquez",5,2018,https://revistas.javerianacali.edu.co/index.php/perspectivasinternacionales/article/download/888/743,Políticas públicas y paz territorial: perspectivas sobre la incidencia de la comunidad internacional a partir de los puntos 1 y 2 de los acuerdos de La Habana en el …
S Bahajin,70,2018,https://www.scielo.org.mx/scielo.php?pid=S1665-26732018000300093&script=sci_arttext,La educación como instrumento de la cultura de paz
"G López,Y Guaimaro,",45,2014,https://dspace.palermo.edu/ojs/index.php/jcs/article/download/255/79/,Desarrollando las habilidades sociales desde la escuela como impulso de una cultura de paz.
"CN Suárez Guerrero,",219,2003,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/81315/00820113012354.pdf?sequence=1,Los entornos virtuales de aprendizaje como instrumento de mediación
"AC para La ,Paz,",27,2016,https://www.academia.edu/download/58408106/Proceso_de_paz_explicado.pdf,Acuerdo Final de Paz
RG Vejar,9,2012,https://www.academia.edu/download/37127216/Molinari_2011_Dossier_El_Salvador.pdf#page=154,Los Acuerdos de Paz:¿ refundación de la República?
"MI Viana Orta,",49,2014,https://core.ac.uk/download/pdf/201127750.pdf,La mediación escolar en los planes y programas institucionales de convivencia en España
"CE Jara,RG ,Paz,",15,2014,https://ri.conicet.gov.ar/bitstream/handle/11336/35875/CONICET_Digital_Nro.c89d4aea-6ba1-4c03-9c5d-6fe8e827c724_A.pdf?sequence=2&isAllowed=y,Ordenar el territorio para detener el acaparamiento mundial de tierras. La conflictividad de la estructura agraria de Santiago del Estero y el papel del Estado
AP Gómez Arévalo,21,2014,https://www.academia.edu/download/34107330/11_-_Del_presente_al_futuro.pdf,Del presente al futuro: de la educación para la paz a la pedagogía para la paz
"N Llevot Calvet,J Garreta i Bochaca,",36,2013,https://revintsociologia.revistas.csic.es/index.php/revintsociologia/article/download/539/561,La mediación intercultural en las asociaciones de inmigrantes de origen africano
A Riaño,4,2017,,¿ Es necesario implementar el modelo de justicia restaurativa en Colombia para lograr la paz?
SH Lardoeyt ,7,2008,,"La cartografía del territorio como práctica participativa de resistencia.: Procesos en metodologías implicativas, dispositivos visuales y mediación pedagógica para la …"
"VM ,Paz,",138,2019,https://www.scielo.cl/scielo.php?pid=S0716-10182019000200180&script=sci_arttext,Pseudomonas aeruginosa: patogenicidad y resistencia antimicrobiana en la infección urinaria
LG Montoro,12,2015,https://dialnet.unirioja.es/descarga/articulo/5253208.pdf,… luz del anteproyecto de ley de resolución alternativa de conflictos de consumo. Referencia a las posibilidades de supervivencia de la mediación y otros mecanismos …
"V Fontan,",35,2012,https://revistas.javerianacali.edu.co/index.php/perspectivasinternacionales/article/download/1145/993,Replanteando la epistemología de la Paz: El caso de la descolonización de paz
"MZ Escobar,R Gómez,",19,2006,,Mujeres paz-íficas de Cali: La paz escrita en cuerpo de mujer
"F Jiménez Bautista,",24,2019,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/190006/ES-72-1.pdf?sequence=1,Una educación social que busca una cultura de paz
"V Barrera,",5,2015,https://www.academia.edu/download/52697146/20150901.PazTerritorial_completo.pdf#page=62,"Sociedad civil y paz territorial. Aprendizaje social, movilización ciudadana y gobernabilidad local"
"R Ramon,",34,2019,https://www.academia.edu/download/59951969/60881-Texto_del_articulo-4564456569827-1-10-2019062120190707-52121-1ds6cw3.pdf,Prácticas artísticas de visualización entre cuerpo y objeto en entornos de mediación pedagógica
"KT Córdova Mendoza,AM Ochoa Espinoza",18,2019,http://scielo.sld.cu/scielo.php?pid=S2218-36202019000400287&script=sci_arttext&tlng=pt,Algunas consideraciones sobre la mediación y arbitraje
"F Jiménez Bautista,",28,2009,https://digibug.ugr.es/bitstream/handle/10481/6899/G25_43Francisco_Jimenez_Bautista.pdf?sequence=10,Hacia una antropología'para'la paz
AE Fernández,23,2019,http://www.scielo.org.co/scielo.php?pid=S0121-47052019000100104&script=sci_arttext,La implementación del Acuerdo de Paz con las FARC-EP: un estudio comparado desde la experiencia internacional
"XMC Cruz,VH Méndez",10,2011,https://www.redalyc.org/pdf/4678/467846228005.pdf,"La mediación pedagógica de un modelo de aprendizaje centrado en el estudiante. Implicaciones en la unidad didáctica impresa, estudiante y profesor, en la …"
"MJR Méndez,JC Vaquera",7,2013,https://www.redalyc.org/pdf/3498/349852058023.pdf,LOS PROGRAMAS DE MEDIACIÓN ENRE IGUALES EN LA CONSTRUCCIÓN DE LA CONVIVENCIA
"CL Acosta Álvarez,D Ortega González,",33,2020,http://www.scielo.org.pe/scielo.php?pid=S2223-25162020000200007&script=sci_arttext&tlng=pt,Educación presencial con mediación virtual: una experiencia de Honduras en tiempos de la COVID-19
"S Cañellas,J Perez de la ,Paz,I Noguer",23,2000,https://www.scielosp.org/article/ssm/content/raw/?resource_ssm_path=/media/assets/resp/v74n1/conducta.pdf,Conductas sexuales de riesgo y prevalencia de infección por VIH en hombres con prácticas homo/bisexuales en la comunidad de Madrid
"ZSV Ayala,",2,2011,https://dialnet.unirioja.es/descarga/articulo/5409406.pdf,Educar para la paz: tema urgente en nuestra sociedad
F Ortega Riquelme ,1,2012,https://repositorio.uchile.cl/bitstream/handle/2250/101361/ar-ortega_f.pdf?sequence=3,"… culturales, un intercambio internacional para la descentralización del arte y la equidad cultural en Chile—Redesearte Paz, un modelo metodológico de red …"
"A Iniguez,S ,Paz,FJ Illa",17,2001,,Variedades de olivo cultivadas en la Comunidad Valenciana
DR Martínez Bernal ,3,2016,https://helvia.uco.es/bitstream/handle/10396/14373/Ambitos_36_5.pdf?sequence=1,"Pacifismo, los movimientos por la paz y las comunidades indígenas Nasa"
